,our_shape_preds,our_preds_mfes,rnalib_shape_preds,rnalib_preds_mfes,seq_length,num_irs,num_variables,num_constraints,num_solver_iters,num_b_n_b_nodes,solution_time_msecs
612,.....................((.....((((..))....))))..........((((....((((......))))....)))).,-12.399999767541885,.......((.((....)).))(((((..((((........))))..))...)))((((....((((......))))....)))).,-17.0,85,167,167,2183,16,1,77
613,...((((.....(((((((((((((((....................)))).))).......)))).))))))))..........,-11.760000586509705,........(.((((((((((((((.........(((...(((((......))).))...))))))).))))).))))).).....,-19.600000381469727,85,152,152,1992,7,1,71
614,........................(((((...........((((((....))......)))))....((((..))))..))))..,-12.299999833106995,...............(((....((((((((....))......)))))))))........(((((((((.......))))))))).,-19.200000762939453,85,160,160,2126,14,1,93
615,(((...........((((((((.......)))......((((.....)))).......................))))))))...,-9.31000006198883,...(((....))).((((((((................((((.....))))..(((((.(......)..)))))))))))))...,-12.199999809265137,85,181,181,2898,3,1,92
616,((((....))))....((.(((((((())))).)))))((((((.............................))))))......,-15.599999874830246,((((....))))...((((..((((((......))))))...)))).......................................,-15.600000381469727,85,148,148,1776,18,1,67
617,....((((.........(((.............)))..........((((.)))).((((((((.......))))))))))))..,-11.019999779760838,.(((((((((.....(((((.(((.....))).))).))......))))).).)))((((((((.(........)))))))))..,-19.399999618530273,85,160,160,2039,26,1,86
618,.............(((((.........((((((...)))..))).......))))).............................,-10.900000095367432,((.((((......(((((......(((((((((......))))).))))..))))).....)))).)).................,-18.799999237060547,85,164,164,2217,69,1,109
619,..............(((((..........((((.((((....)))))..))))...(((.......))))......)))......,-7.699999928474426,...((((....((.(((((...((.((........)).))..))))).)))))).((((((...............))))))...,-16.399999618530273,85,163,163,2116,33,1,83
620,....(((......))).....((((...))))....(((((..(((...)))))...))).........................,-12.099999904632568,..........((((((((.....(((.(((((...((((((........))))))...)))))...))).......)))))))).,-22.200000762939453,85,181,181,2626,43,1,104
621,........((((...............................((((((........))))))))))..................,-8.530000388622284,..............(((.((((((.....((.....)).....(((((((.....).))))))...)))))))))..........,-16.100000381469727,85,179,179,2448,16,1,92
622,(((.....(((((..((((....)))))......(((..))).......)))........((())))......))).........,-8.499999940395355,....(((.((((......)))).))).....((((.(((((((((...(((....)))...)))).....))))).)))).....,-17.799999237060547,85,169,169,2287,36,1,91
623,((((.(((.....)))..............(((((......((..((((..))..))))...........)))))....))))..,-13.859999753534794,((((.(((.....)))((((.((.....)).))))..........((((......))))..(((.(((....))).)))))))..,-20.700000762939453,85,165,165,2241,59,1,103
624,((((..................((((...)))).......((((..))))))))...(((.......)))...............,-14.300000384449959,((((((.(.(.(((((....((((((.....))))))..))))).)).)))))).....((((...............))))...,-28.399999618530273,85,175,175,2566,72,1,124
625,..............((((....((((...)))).))))((((((((.....)))))...))).......((.......)).....,-15.099999859929085,......(((((((((((...((((((......))))))....)))))).)))))................(((....))).....,-28.700000762939453,85,160,160,2174,92,1,112
626,.(((.......(((((....)))..((((...((((.))))..))))....(((((.......)))))....)))))........,-18.03000009059906,..((.......))((((((((..(((.(((....((((..((((.........)))).))))...))).)))..))))))))...,-26.399999618530273,85,149,149,1851,100,1,99
627,.........(((.........)))...(((((........................(((.............)))))))).....,-4.289999961853027,.....(((((..(((((.(((......))).)).....))).)))))...........(((((.((((........))))))))),-18.200000762939453,85,168,168,2157,3,1,76
628,...(((((..................((((.((((............))))...((((.))))(((....)))..)))).))))),-13.660000085830688,...((((((((((........)))))((((..((((.....))))..))))...((((.(((((.....)).))))))).))))),-23.399999618530273,85,167,167,2203,50,1,87
629,......((((.................)))).((((.............................)))).(((........))).,-7.999999761581421,.....(((((.................)))))((((((...((..............))....)))))).(((........))).,-14.600000381469727,85,164,164,2128,16,1,82
630,........((((........)))).((((((((((......................................)))).)))))).,-8.570000022649765,........((((........)))).((((((((((.((...........((......))...........)).)))).)))))).,-14.199999809265137,85,165,165,2161,8,1,76
631,...((((((.........................(((...))))))....)))....((((...........)))).........,-7.669999837875366,...((((((((((.(((((........))))))))....)))))))(.((((((...)))))).)....................,-16.100000381469727,85,143,143,1796,3,1,64
632,.......(((.....((((.....))))..))).....(((((((((.....((....))))))..(((.))))).....)))..,-14.300000250339508,........(((.((((..((((((.....((((.....(((.((((...(((...))).))))))))))))))))).)))).))),-26.200000762939453,85,168,168,2254,52,1,93
633,....(((...((...(((()).(((((...))))))).......(((.....)))((((......))))...)))))........,-11.669999897480011,...((.((((((..((........))....)))))))).....(((....(((.((((((......))).)))))).....))).,-19.100000381469727,85,173,173,2499,44,1,100
634,.......(((((((.........)))))))...............(((....((()))........(((.......))))))...,-7.500000134110451,..(((..(((((.(((((((((............................))))))).)).))))).)))...............,-13.899999618530273,85,162,162,1986,27,1,87
635,.((((((.............(((((..(((............(((()))))........))))..)))))).....)))......,-7.8299999833106995,............(((((((((((((..((((.........).))).))))))))...(((............)))..)))))...,-14.300000190734863,85,168,168,2335,11,1,93
636,(((............(((((((((.))).........)))))..((((((..)))))))..))).(((...)))...........,-8.199999757111073,....(((((((.(((((((((((...)))).(((((.....))))).((((((...)))))))))))....)).))).))))...,-13.300000190734863,85,168,168,2364,11,1,82
637,....((((.((((())))...(((((...............)))))(((......)))..........)))))............,-17.569999933242798,.........(((((..((...(((((.(((.....)))...)))))((((....)))).......)).)))))............,-18.0,85,158,158,2054,33,1,82
638,...((((.((((((((((....................))).......))))...........)))))))...............,-9.870000123977661,........(((((((((((((............))))))(((((....)))))..........)))))))...............,-18.299999237060547,85,155,155,1933,19,1,82
639,........((((..............(((.....(((..))))))(((((....((....))))))............)))))..,-6.299999848008156,.(((.....(((((.....(((((...........))))).....)).)))....)))..((.((...........)))).....,-10.600000381469727,85,168,168,2262,9,1,91
640,.........((.....))...((((((((...........((....((((...))............))))(((..))))))))..))).,-12.659999907016754,..((....(((((((((((((.(((((((((.......)))))...)))...).))))))....)))))))....))((.(....).)).,-28.700000762939453,90,189,189,2841,77,1,121
641,((((..((((.(((((...........)))).)))).(((((((............))))).)))...))))((((...)))).......,-12.289999961853027,......((((..(.((((((....))))))).)))).(((((((((.((((...)))).))))....)))))((((...)))).......,-22.700000762939453,90,172,172,2421,61,1,112
642,((((((((..((((.(((.....))).........)))).....)))))(((())).............)))).................,-11.390000119805336,(((((..(..(((((((...((....))...))).))))..)..))))).((((((...........)))))).................,-23.399999618530273,90,183,183,2494,29,1,100
643,...(((.............((((........((((...(((()))).))))..(((....)))))))..)))..................,-7.5000001192092896,((((((......((((...(((((..((....)).))))).))))........(((........)))..))))))...............,-14.399999618530273,90,207,207,3510,24,1,122
644,....(((.((((((((..))...(((((...((((..)))..)))))..((((....((.))))..))))))............)))))),-15.119999885559082,.(((((..(((((((((......(((((.((........)).)))))((((((....))))))....))))..)))))))))).......,-22.399999618530273,90,188,188,2668,46,1,111
645,.............((....))..((((.......((((.))))..........)))).(((.(((((((.)))..)))))))........,-17.399999797344208,....((.(((..(((((.((..(((..((((.((((.((..((..........)).))..)))))))).)))..)).)))))..))).)),-21.700000762939453,90,195,195,2959,32,1,108
646,....((((.........((((((.................))))((((...))))....((((((........)))))).))))))....,-15.890000343322754,....((((((......((.((((((...)))))).)))).))))((((...))))..((((((((...(((....)))..))))))))..,-26.899999618530273,90,194,194,2869,63,1,156
647,(((((...(((((...(((.....))))).((()))....))).((((((()))))......((((....))).))))...)))).....,-16.15000033378601,.((((...))))((....))....((((((((.((..........)).))))))))......((((..((.......))..)))).....,-22.299999237060547,90,166,166,2252,80,1,130
648,.......((((....))))....((((((....(((((.......))))))))))).........(((....)))......(((...))),-18.699999451637268,.((((.(((....(((((((.(((....((((.(((((((......)))...))))...))))....))).)).).))))..))).)))),-22.700000762939453,90,191,191,2787,54,1,120
649,...........((((...................((((......)))).....))))...............((((.......))))...,-11.0,.((((((((((((((...((((((((...))))))).)......))))......))))))))))........((((.......))))...,-16.600000381469727,90,176,176,2469,19,1,96
650,................((((....)))).(((((....((((......))))..)))))............(((.....((..))).)).,-13.299999952316284,.....(.((......)).)....((((((((((((((((..(((((((.(((...)))..)))))))..)))))...))))))).)))).,-30.799999237060547,90,174,174,2321,7,1,95
651,..((....((((...))....(((.(((...)))..................((((..........))))..))))........)))...,-6.7900000512599945,..((.(((((....)).))).)).(((..((((.(((((...(((((....)))))......))))))))).)))((........))...,-18.100000381469727,90,164,164,2053,57,1,111
652,.....((((((((((..((((...)))))).((((((.......))))............))))...((..))))))......)).....,-12.589999929070473,.....((((((((......))...)))))).((((((...(((.((((.(((....))).)))).)))...)))))).............,-19.799999237060547,90,187,187,2662,14,1,107
653,........(((((.....((((........)))).............)))))........(((((........)))))............,-8.269999980926514,.....((((((((((.((((((........))))........)).)))))))........(((((.(....).)))))))).........,-16.0,90,159,159,1902,21,1,73
654,((((((.....))).))).((((...........))))(((......))).......((((........)).))................,-10.49999988079071,(((((((...)))).)))....(((((...(((.(((....((.......(((....))).......))))).)))...)))))......,-19.0,90,200,200,2930,38,1,130
655,..............(((((...)))))(((..(((((.)))..............((((....))))...)))))...............,-10.700000047683716,....((((((.(..(((((...)))))..)..))).))).....(((...(((....((((.((....))))))...)))...)))....,-18.399999618530273,90,179,179,2350,5,1,102
656,(((..(((....))))))......((((((((..........)))).....(((((.)))).))))).(((((.........)))))...,-16.499999791383743,.((((...(((..(((((......((((.(((......))).))))........)))))..)))))))(((((.........)))))...,-26.899999618530273,90,180,180,2564,50,1,116
657,.............((((...(((((...))))...(((((((((()))))......))))....)))......)))..............,-11.539999976754189,............((((((.......))))))(.((((((.((.((((((.(.((........)).).)).)))).)).)))))).)....,-23.399999618530273,90,188,188,2646,19,1,109
658,...((((.....))))(((((((.........)))....))))((((........((((......))))...........))))......,-11.39999982714653,..........((((...))))......((((.(.((((..((((((((.((.........)).)).)))))).)))).).).))).....,-21.200000762939453,90,182,182,2617,46,1,116
659,..........((......))..((((((((.......))))))))............................((((.........)))),-14.200000405311584,..(((..((((.((((((....(((((((((....).)))))))).....))))))....((((..........)))).))))..)))..,-22.0,90,200,200,3211,11,1,134
660,......((((((((()))))......)))).((((((....((((........))))..................)))))).........,-7.75,........((((....))))...........((((((...((((((...................))))))....)))))).........,-10.899999618530273,90,183,183,2687,21,1,108
661,.......(((((((.....(((((...((((...........)))))))))......((((((.........)))))))...))))))..,-21.09000039100647,........((((.......(((((...((((...........)))))))))))))..((((((...................))))))..,-18.799999237060547,90,160,160,2007,30,1,79
662,.............(((((.(((.........))).))))).........(((.........(()))..((())......)))........,-6.4999998807907104,.....(((.....(((((.(((.........))).)))))......)))(((...........)))..(((((....)))))........,-13.800000190734863,90,178,178,2403,10,1,86
663,.((......))...(((((((.))).(((....))).................(((((.))))...((((((...)))))))))))....,-13.949999764561653,((.((.((((((.(((.((((........))).).))))))))).)).))..((((((........((((((...))))))))))))...,-22.299999237060547,90,190,190,2947,47,1,124
664,.......(((...((.)))))...........((((((((...))))..........)))).............................,-5.999999836087227,((((..(((..((.((((.(((.(.........((((((((((...))))).)))))).))))))).)).....))).))))........,-14.899999618530273,90,211,211,3457,10,1,127
665,....((.....((((.)).(((((.))...)))........((((())))........(((())))).))))..................,-10.47000014781952,...((((((((((((((.(((((................)))))))))))..)))))))).....(((((.....))).)).........,-23.399999618530273,90,182,182,2528,27,1,100
